iso_code,year,co2,methane,nitrous_oxide,population
ARG,1977,100.651,,,26661000
ARG,1978,102.477,,,27061000
ARG,1979,110.511,,,27471000
ARG,1980,108.52,,,27897000
ARG,1981,101.82,,,28339000
ARG,1982,103.207,,,28795000
ARG,1983,104.979,,,29262000
ARG,1984,106.283,,,29737000
ARG,1985,100.366,,,30216000
ARG,1986,103.934,,,30699000
ARG,1987,114.611,,,31184000
ARG,1988,121.129,,,31669000
ARG,1989,116.802,,,32148000
ARG,1990,111.89,114,37.97,32619000
ARG,1991,116.845,113.82,37.83,33079000
ARG,1992,121.017,115.63,38.55,33529000
ARG,1993,117.565,115.12,38.07,33970000
ARG,1994,122.01,116.59,39.08,34403000
ARG,1995,127.598,116.99,39.17,34828000
ARG,1996,134.644,111.1,38.05,35246000
ARG,1997,137.558,111.69,38.58,35657000
ARG,1998,139.354,110.1,38.18,36063000
ARG,1999,146.51,113.89,38.82,36467000
ARG,2000,141.717,112.96,40.25,36871000
ARG,2001,133.311,117.39,43.19,37276000
ARG,2002,124.382,122.19,42.96,37682000
ARG,2003,134.621,130.69,47.63,38088000
ARG,2004,157.034,134.43,47.76,38492000
ARG,2005,161.425,129.37,45.86,38893000
ARG,2006,174.618,132.85,47.48,39290000
ARG,2007,174.233,131.63,49.5,39684000
ARG,2008,188.041,132.83,49.14,40080000
ARG,2009,178.867,128.28,43.28,40483000
ARG,2010,186.672,115.71,43.46,40896000
ARG,2011,190.237,115.53,44.48,41320000
ARG,2012,191.715,121.03,44.41,41755000
ARG,2013,192.275,119.75,45.44,42196000
ARG,2014,194.431,118.12,45.27,42638000
ARG,2015,199.859,117.37,44.65,43075000
ARG,2016,200.039,121.54,48.33,43508000
ARG,2017,199.552,,,43937000
ARG,2018,195.531,,,44361000
ARM,1959,6.916,,,1808000
ARM,1960,7.202,,,1874000
ARM,1961,7.432,,,1941000
ARM,1962,7.806,,,2010000
ARM,1963,8.377,,,2078000
ARM,1964,8.913,,,2145000
ARM,1965,9.457,,,2211000
ARM,1966,9.988,,,2276000
ARM,1967,10.451,,,2339000
ARM,1968,10.75,,,2401000
ARM,1969,11.201,,,2463000
ARM,1970,11.781,,,2525000
ARM,1971,12.511,,,2588000
ARM,1972,13.173,,,2650000
ARM,1973,13.74,,,2713000
ARM,1974,14.275,,,2774000
ARM,1975,15.014,,,2833000
ARM,1976,15.593,,,2890000
ARM,1977,16.127,,,2944000
ARM,1978,16.688,,,2997000
ARM,1979,16.827,,,3049000
ARM,1980,17.488,,,3100000
ARM,1981,17.17,,,3148000
ARM,1982,17.495,,,3194000
ARM,1983,17.75,,,3239000
ARM,1984,17.912,,,3286000
ARM,1985,19.309,,,3336000
ARM,1986,19.361,,,3392000
ARM,1987,19.281,,,3452000
ARM,1988,19.799,,,3505000
ARM,1989,19.365,,,3536000
ARM,1990,18.116,3.59,0.87,3538000
ARM,1991,18.819,3.42,0.82,3505000
ARM,1992,5.86,3.17,0.75,3443000
ARM,1993,2.574,2.94,0.65,3363000
ARM,1994,2.715,2.77,0.58,3284000
ARM,1995,3.432,2.61,0.57,3217000
ARM,1996,2.593,2.46,0.57,3168000
ARM,1997,3.266,2.3,0.56,3133000
ARM,1998,3.397,2.1,0.54,3109000
ARM,1999,3.048,1.95,0.52,3089000
ARM,2000,3.491,1.83,0.53,3070000
ARM,2001,3.533,1.88,0.54,3051000
ARM,2002,3.077,1.93,0.63,3034000
ARM,2003,3.456,1.98,0.61,3018000
ARM,2004,3.691,2.05,0.66,3001000
ARM,2005,4.376,2.07,0.64,2981000
ARM,2006,4.402,2.15,0.95,2958000
ARM,2007,5.1,2.24,0.79,2933000
ARM,2008,5.575,2.31,0.78,2908000
ARM,2009,4.363,2.31,0.84,2888000
ARM,2010,4.253,2.37,0.79,2877000
ARM,2011,4.969,2.37,0.82,2877000
ARM,2012,5.748,2.42,0.97,2884000
ARM,2013,5.535,2.5,1.04,2898000
ARM,2014,5.56,2.54,0.99,2912000
ARM,2015,4.834,2.56,1.09,2926000
ARM,2016,5.173,2.57,1.62,2936000
ARM,2017,5.006,,,2945000
ARM,2018,5.571,,,2952000
ABW,1959,0.719,,,53000
ABW,1960,0.619,,,54000
ABW,1961,0.646,,,55000
ABW,1962,0.709,,,56000
ABW,1963,0.679,,,57000
ABW,1964,0.66,,,57000
ABW,1965,0.592,,,57000
ABW,1966,0.554,,,58000
ABW,1967,0.682,,,58000
ABW,1968,0.635,,,58000
ABW,1969,0.83,,,59000
ABW,1970,0.929,,,59000
ABW,1971,0.808,,,59000
ABW,1972,0.784,,,60000
ABW,1973,0.869,,,60000
ABW,1974,0.788,,,61000
ABW,1975,0.571,,,61000
ABW,1976,1.219,,,61000
ABW,1977,0.637,,,60000
ABW,1978,0.542,,,60000
ABW,1979,0.569,,,60000
ABW,1980,0.585,,,60000
ABW,1981,0.558,,,61000
ABW,1982,0.623,,,61000
ABW,1983,0.32,,,62000
ABW,1984,0.8,,,63000
ABW,1985,0.937,,,63000
ABW,1986,0.18,,,63000
ABW,1987,0.447,,,62000
ABW,1988,0.612,,,61000
ABW,1989,0.649,,,61000
ABW,1990,0.487,,,62000
ABW,1991,0.531,,,65000
ABW,1992,0.539,,,68000
ABW,1993,0.649,,,72000
ABW,1994,0.66,,,77000
ABW,1995,0.707,,,80000
ABW,1996,0.725,,,83000
ABW,1997,0.758,,,85000
ABW,1998,0.806,,,87000
ABW,1999,0.81,,,89000
ABW,2000,2.378,,,91000
ABW,2001,2.407,,,93000
ABW,2002,2.437,,,95000
ABW,2003,2.561,,,97000
ABW,2004,2.616,,,99000
ABW,2005,2.719,,,100000
ABW,2006,2.715,,,101000
ABW,2007,2.821,,,101000
ABW,2008,2.656,,,101000
ABW,2009,2.627,,,101000
ABW,2010,2.506,,,102000
ABW,2011,2.499,,,102000
ABW,2012,1.348,,,103000
ABW,2013,0.861,,,103000
ABW,2014,0.872,,,104000
ABW,2015,0.898,,,104000
ABW,2016,0.883,,,105000
ABW,2017,0.891,,,105000
ABW,2018,0.897,,,106000
,1751,0,,,
,1752,0,,,
,1753,0,,,
,1754,0,,,
,1755,0,,,
,1756,0,,,
,1757,0,,,
,1758,0,,,
,1759,0,,,
,1760,0,,,572221376
,1761,0,,,
,1762,0,,,
,1763,0,,,
,1764,0,,,
,1765,0,,,
,1766,0,,,
,1767,0,,,
,1768,0,,,
,1769,0,,,
,1770,0,,,585400128
,1771,0,,,
,1772,0,,,
,1773,0,,,
,1774,0,,,
,1775,0,,,
,1776,0,,,
,1777,0,,,
,1778,0,,,
,1779,0,,,
,1780,0,,,664648192
,1781,0,,,
,1782,0,,,
,1783,0,,,
,1784,0,,,
,1785,0,,,
,1786,0,,,
,1787,0,,,
,1788,0,,,
,1789,0,,,
,1790,0,,,690969280
,1791,0,,,
,1792,0,,,
,1793,0,,,
,1794,0,,,
,1795,0,,,
,1796,0,,,
,1797,0,,,
,1798,0,,,
,1799,0,,,
,1800,0,,,681367424
,1801,0,,,
,1802,0,,,
,1803,0,,,
,1804,0,,,
,1805,0,,,
,1806,0,,,
,1807,0,,,
,1808,0,,,
,1809,0,,,
,1810,0,,,737620992
,1811,0,,,
,1812,0,,,
,1813,0,,,
,1814,0,,,
,1815,0,,,
,1816,0,,,
,1817,0,,,
,1818,0,,,
,1819,0,,,
,1820,0,,,745255040
,1821,0,,,
,1822,0,,,
,1823,0,,,
,1824,0,,,
,1825,0,,,
,1826,0,,,
,1827,0,,,
,1828,0,,,
,1829,0,,,
,1830,0,,,785314368
,1831,0,,,
,1832,0,,,
,1833,0,,,
,1834,0,,,
,1835,0,,,
,1836,0,,,
,1837,0,,,
,1838,0,,,
,1839,0,,,
,1840,0,,,803598592
,1841,0,,,
,1842,0,,,
,1843,0,,,
,1844,0,,,
,1845,0,,,
,1846,0,,,
,1847,0,,,
,1848,0,,,
,1849,0,,,
,1850,0,,,822641088
,1851,0,,,
,1852,0,,,
,1853,0,,,
,1854,0,,,
,1855,0,,,
,1856,0,,,
,1857,0,,,
,1858,0.436,,,
,1859,0.703,,,
,1860,0.711,,,808465280
,1861,0.55,,,
,1862,0.608,,,
,1863,0.674,,,
,1864,0.638,,,
,1865,0.777,,,
,1866,0.916,,,
,1867,0.227,,,
,1868,0.187,,,
,1869,0.286,,,
,1870,0.176,,,810647552
,1871,0.224,,,
,1872,0.278,,,
,1873,0.278,,,
,1874,0.843,,,
,1875,1.792,,,
,1876,1.678,,,
,1877,1.737,,,
,1878,4.137,,,
,1879,4.294,,,
,1880,4.562,,,841132416
,1881,4.62,,,
,1882,5.071,,,
,1883,5.555,,,
,1884,6.119,,,
,1885,6.24,,,
,1886,6.767,,,
,1887,8.072,,,
,1888,9.16,,,
,1889,11.04,,,
,1890,11.974,,,894237952
,1891,13.766,,,
,1892,14.638,,,
,1893,16.089,,,
,1894,18.382,,,
,1895,21.343,,,
,1896,23.025,,,
,1897,24.629,,,
,1898,29.928,,,
,1899,31.085,,,
,1900,35.391,,,939401664
,1901,41.586,,,
,1902,44.21,,,
,1903,48.947,,,
,1904,54.997,,,
,1905,57.466,,,
,1906,78.49,,,
,1907,84.206,,,
,1908,96.268,,,
,1909,95.242,,,
,1910,94.245,,,968833152
,1911,110.367,,,
,1912,100.569,,,
,1913,110.917,,,
,1914,119.908,,,
,1915,117.27,,,
,1916,126.837,,,
,1917,140.221,,,
,1918,151.811,,,
,1919,169.559,,,
,1920,161.194,,,1052158080
,1921,157.504,,,
,1922,166.111,,,
,1923,182.577,,,
,1924,196.416,,,
,1925,199.64,,,
,1926,198.592,,,
,1927,216.128,,,
,1928,225.358,,,
,1929,235.43,,,
,1930,230.546,,,1137103232
,1931,216.843,,,
,1932,213.575,,,
,1933,234.349,,,
,1934,263.731,,,
,1935,284.836,,,
,1936,310.165,,,
,1937,330.881,,,
,1938,342.35,,,
,1939,364.524,,,
,1940,409.958,,,1259453312
,1941,422.496,,,
,1942,409.001,,,
,1943,401.732,,,
,1944,394.73,,,
,1945,279.867,,,
,1946,262.196,,,
,1947,312.748,,,
,1948,302.177,,,
,1949,383.185,,,
,1950,298.532,,,1404909056
,1951,357.841,,,1435819008
,1952,399.86,,,1464834048
,1953,430.227,,,1492894976
,1954,471.67,,,1520768000
,1955,538.33,,,1549042048
,1956,600.134,,,1578121984
,1957,692.58,,,1608237056
,1958,978.002,,,1639460992
,1959,1399.714,,,1671747968
,1960,1546.248,,,1705041024
,1961,1402.482,,,1739385984
,1962,1352.71,,,1775031040
,1963,1434.4,,,1812470016
,1964,1515.801,,,1852322944
,1965,1660.013,,,1894973952
,1966,1806.233,,,1940601984
,1967,1835.53,,,1988923008
,1968,2027.219,,,2039270016
,1969,2298.404,,,2090701952
,1970,2701.078,,,2142480000
,1971,2960.184,,,2194450944
,1972,3128.311,,,2246636032
,1973,3358.657,,,2298695936
,1974,3420.204,,,2350278912
,1975,3591.308,,,2401170944
,1976,3824.266,,,2451184128
,1977,4070.303,,,2500443904
,1978,4251.457,,,2549466112
,1979,4425.782,,,2598988032
,1980,4426.557,,,2649577984
,1981,4401.417,,,2701224960
,1982,4551.233,,,2753838080
,1983,4735.003,,,2807784960
,1984,5007.262,,,2863496960
,1985,5306.531,,,2921172992
,1986,5521.441,,,2981063936
,1987,5749.035,,,3042806016
,1988,6197.292,,,3105220096
,1989,6414.517,,,3166705920
,1990,6596.534,,,3226098944
,1991,6915.502,,,3282945024
,1992,7177.098,,,3337511936
,1993,7513.676,,,3390245120
,1994,7843.636,,,3441913088
,1995,8161.142,,,3493086976
,1996,8513.204,,,3543851008
,1997,8619.11,,,3594032896
,1998,8354.19,,,3643663104
,1999,8600.808,,,3692736000
,2000,9031.31,,,3741263104
,2001,9182.151,,,3789285120
,2002,9683.731,,,3836879872
,2003,10571.228,,,3884134912
,2004,11543.937,,,3931145984
,2005,12362.824,,,3977986048
,2006,13188.82,,,4024679936
,2007,13909.603,,,4071215104
,2008,14756.734,,,4117572096
,2009,15337.657,,,4163713024
,2010,16348.193,,,4209594112
,2011,17583.039,,,4255190016
,2012,18279.894,,,4300462080
,2013,18380.131,,,4345331200
,2014,18703.586,,,4389699072
,2015,18859.951,,,4433475072
,2016,19090.219,,,4476608000
,2017,19472.851,,,4519040000
,2018,20074.101,,,4560667136
,1751,0,,,
,1752,0,,,
,1753,0,,,
,1754,0,,,
,1755,0,,,
,1756,0,,,
,1757,0,,,
,1758,0,,,
,1759,0,,,
,1760,0,,,
,1761,0,,,
,1762,0,,,
,1763,0,,,
,1764,0,,,
,1765,0,,,
,1766,0,,,
,1767,0,,,
,1768,0,,,
,1769,0,,,
,1770,0,,,
,1771,0,,,
,1772,0,,,
,1773,0,,,
,1774,0,,,
,1775,0,,,
,1776,0,,,
,1777,0,,,
,1778,0,,,
,1779,0,,,
,1780,0,,,
,1781,0,,,
,1782,0,,,
,1783,0,,,
,1784,0,,,
,1785,0,,,
,1786,0,,,
,1787,0,,,
,1788,0,,,
,1789,0,,,
,1790,0,,,
,1791,0,,,
,1792,0,,,
,1793,0,,,
,1794,0,,,
,1795,0,,,
,1796,0,,,
,1797,0,,,
,1798,0,,,
,1799,0,,,
,1800,0,,,
,1801,0,,,
,1802,0,,,
,1803,0,,,
,1804,0,,,
,1805,0,,,
,1806,0,,,
,1807,0,,,
,1808,0,,,
,1809,0,,,
,1810,0,,,
,1811,0,,,
,1812,0,,,
,1813,0,,,
,1814,0,,,
,1815,0,,,
,1816,0,,,
,1817,0,,,
,1818,0,,,
,1819,0,,,
,1820,0,,,
,1821,0,,,
,1822,0,,,
,1823,0,,,
,1824,0,,,
,1825,0,,,
,1826,0,,,
,1827,0,,,
,1828,0,,,
,1829,0,,,
,1830,0,,,
,1831,0,,,
,1832,0,,,
,1833,0,,,
,1834,0,,,
,1835,0,,,
,1836,0,,,
,1837,0,,,
,1838,0,,,
,1839,0,,,
,1840,0,,,
,1841,0,,,
,1842,0,,,
,1843,0,,,
,1844,0,,,
,1845,0,,,
,1846,0,,,
,1847,0,,,
,1848,0,,,
,1849,0,,,
,1850,0,,,
,1851,0,,,
,1852,0,,,
,1853,0,,,
,1854,0,,,
,1855,0,,,
,1856,0,,,
,1857,0,,,
,1858,0,,,
,1859,0,,,
,1860,0,,,
,1861,0,,,
,1862,0,,,
,1863,0,,,
,1864,0,,,
,1865,0.15,,,
,1866,0.209,,,
,1867,0.227,,,
,1868,0.187,,,
,1869,0.286,,,
,1870,0.176,,,
,1871,0.224,,,
,1872,0.278,,,
,1873,0.278,,,
,1874,0.843,,,
,1875,1.792,,,
,1876,1.678,,,
,1877,1.737,,,
,1878,2.184,,,
,1879,2.44,,,
,1880,2.488,,,
,1881,2.598,,,
,1882,2.667,,,
,1883,2.873,,,
,1884,3.133,,,
,1885,3.543,,,
,1886,3.741,,,
,1887,4.719,,,
,1888,5.437,,,
,1889,6.661,,,
,1890,7.145,,,
,1891,8.566,,,
,1892,8.926,,,
,1893,10.076,,,
,1894,12.249,,,
,1895,13.659,,,
,1896,14.711,,,
,1897,15.631,,,
,1898,19.958,,,
,1899,20.002,,,
,1900,22.339,,,
,1901,27.191,,,
,1902,28.238,,,
,1903,30.818,,,
,1904,34.841,,,
,1905,36.695,,,
,1906,40.037,,,
,1907,43.55,,,
,1908,46.287,,,
,1909,48.086,,,
,1910,49.801,,,
,1911,55.407,,,
,1912,59.566,,,
,1913,65.721,,,
,1914,70.085,,,
,1915,64.904,,,
,1916,72.192,,,
,1917,82.011,,,
,1918,87.61,,,
,1919,98.181,,,
,1920,96.264,,,
,1921,91.171,,,
,1922,99.089,,,
,1923,108.85,,,
,1924,116.812,,,
,1925,122.502,,,
,1926,125.21,,,
,1927,136.671,,,
,1928,147.044,,,
,1929,153.617,,,
,1930,145.868,,,
,1931,133.758,,,
,1932,135.158,,,
,1933,153.045,,,
,1934,170.812,,,
,1935,181.606,,,
,1936,200.307,,,
,1937,220.661,,,
,1938,231.47,,,
,1939,242.964,,,
,1940,266.16,,,
,1941,255.923,,,
,1942,236.233,,,
,1943,253.131,,,
,1944,244.403,,,
,1945,171.321,,,
,1946,173.421,,,
,1947,220.558,,,
,1948,219.704,,,
,1949,261.994,,,
,1950,153.28,,,
,1951,186.395,,,
,1952,198.145,,,
,1953,221.247,,,
,1954,231.675,,,
,1955,261.998,,,
,1956,295.329,,,
,1957,336.996,,,
,1958,348.897,,,
,1959,569.743,,,
,1960,646.692,,,
,1961,721.131,,,
,1962,769.916,,,
,1963,844.814,,,
,1964,929.459,,,
,1965,1019.371,,,
,1966,1113.086,,,
,1967,1231.214,,,
,1968,1372.309,,,
,1969,1532.059,,,
,1970,1736.182,,,
,1971,1880.838,,,
,1972,1982.235,,,
,1973,2169.408,,,
,1974,2203.935,,,
,1975,2198.013,,,
,1976,2370.77,,,
,1977,2488.252,,,
,1978,2514.66,,,
,1979,2643.37,,,
,1980,2655.185,,,
,1981,2621.53,,,
,1982,2632.949,,,
,1983,2702.516,,,
,1984,2819.016,,,
,1985,2930.501,,,
,1986,3014.132,,,
,1987,3071.915,,,
,1988,3324.447,,,
,1989,3451.227,,,
,1990,3559.653,,,
,1991,3719.837,,,
,1992,3821.228,,,
,1993,3954.986,,,
,1994,4069.152,,,
,1995,4084.624,,,
,1996,4226.031,,,
,1997,4289.511,,,
,1998,4154.738,,,
,1999,4347.44,,,
,2000,4652.377,,,
,2001,4720.366,,,
,2002,4853.696,,,
,2003,5027.045,,,
,2004,5272.497,,,
,2005,5381.51,,,
,2006,5523.923,,,
,2007,5657.599,,,
,2008,5833.553,,,
,2009,5858.725,,,
,2010,6147.623,,,
,2011,6382.878,,,
,2012,6666.948,,,
,2013,6589.503,,,
,2014,6683.825,,,
,2015,6845.314,,,
,2016,7013.987,,,
,2017,7177.142,,,
,2018,7355.314,,,
AUS,1851,-0.062,,,786732
AUS,1852,-0.055,,,831228
AUS,1853,-0.11,,,877298
AUS,1854,-0.128,,,926037
AUS,1855,-0.132,,,977302
AUS,1856,-0.183,,,1030426
AUS,1857,-0.209,,,1084839
AUS,1858,-0.245,,,1141160
AUS,1859,-0.377,,,1198912
AUS,1860,0.278,,,1256048
AUS,1861,0.509,,,1307041
AUS,1862,0.355,,,1358799
AUS,1863,0.399,,,1409274
AUS,1864,0.267,,,1458226
AUS,1865,0.421,,,1505275
AUS,1866,0.696,,,1550374
AUS,1867,0.894,,,1594712
AUS,1868,0.733,,,1637908
AUS,1869,0.641,,,1680440
AUS,1870,0.601,,,1724213
AUS,1871,0.692,,,1769178
AUS,1872,0.707,,,1816956
AUS,1873,0.868,,,1860078
AUS,1874,0.89,,,1910253
AUS,1875,0.828,,,1962852
AUS,1876,0.931,,,2017719
AUS,1877,1.066,,,2058146
AUS,1878,0.967,,,2116524
AUS,1879,1.455,,,2178966
AUS,1880,2.206,,,2253007
AUS,1881,1.766,,,2320568
AUS,1882,2.012,,,2400679
AUS,1883,2.426,,,2482996
AUS,1884,2.572,,,2562980
AUS,1885,2.906,,,2650339
AUS,1886,2.887,,,2738702
AUS,1887,3.034,,,2830380
AUS,1888,3.528,,,2920158
AUS,1889,3.426,,,3006483
AUS,1890,3.547,,,3088808
AUS,1891,4.008,,,3168315
AUS,1892,4.151,,,3245279
AUS,1893,3.964,,,3318788
AUS,1894,4.36,,,3387933
AUS,1895,4.591,,,3453440
AUS,1896,4.503,,,3516129
AUS,1897,4.976,,,3575727
AUS,1898,5.613,,,3632416
AUS,1899,5.785,,,3688197
AUS,1900,10.168,,,3743707
AUS,1901,11.439,,,3798583
AUS,1902,11.395,,,3851995
AUS,1903,11.219,,,3906036
AUS,1904,11.545,,,3962416
AUS,1905,12.047,,,4022248
AUS,1906,14.359,,,4086866
AUS,1907,15.477,,,4138959
AUS,1908,16.755,,,4213351
AUS,1909,14.553,,,4301164
AUS,1910,17.437,,,4408208
AUS,1911,19.24,,,4518260
AUS,1912,20.786,,,4667239
AUS,1913,22.391,,,4811885
AUS,1914,24.479,,,4915478
AUS,1915,21.793,,,4960323
AUS,1916,19.273,,,4966110
AUS,1917,20.76,,,4986587
AUS,1918,22.94,,,5066003
AUS,1919,21.739,,,5202210
AUS,1920,25.732,,,5345426
AUS,1921,23.153,,,5472619
AUS,1922,24.344,,,5585790
AUS,1923,24.849,,,5705305
AUS,1924,27.07,,,5828491
AUS,1925,28.235,,,5951010
AUS,1926,27.854,,,6074196
AUS,1927,28.894,,,6194712
AUS,1928,26.289,,,6305547
AUS,1929,23.655,,,6399355
AUS,1930,22.032,,,6473801
AUS,1931,19.547,,,6534894
AUS,1932,20.343,,,6588976
AUS,1933,21.581,,,6640721
AUS,1934,22.698,,,6691798
AUS,1935,25.23,,,6742542
AUS,1936,27.051,,,6795622
AUS,1937,28.858,,,6853042
AUS,1938,28.037,,,6915804
AUS,1939,32.144,,,6982906
AUS,1940,29.041,,,7052010
AUS,1941,34.548,,,7119446
AUS,1942,36.504,,,7184210
AUS,1943,34.991,,,7250310
AUS,1944,34.211,,,7322420
AUS,1945,32.698,,,7401873
AUS,1946,35.424,,,7491676
AUS,1947,38.018,,,7600507
AUS,1948,38.424,,,7749066
AUS,1949,37.651,,,7949150
AUS,1950,54.744,,,8177000
AUS,1951,59.034,,,8398000
AUS,1952,60.207,,,8595000
AUS,1953,59.441,,,8782000
AUS,1954,67.846,,,8970000
AUS,1955,70.682,,,9166000
AUS,1956,73.038,,,9372000
AUS,1957,74.526,,,9587000
AUS,1958,77.618,,,9809000
AUS,1959,83.708,,,10029000
AUS,1960,88.119,,,10242000
AUS,1961,90.504,,,10446000
AUS,1962,94.823,,,10643000
AUS,1963,100.934,,,10845000
AUS,1964,108.876,,,11065000
AUS,1965,120.853,,,11313000
AUS,1966,120.219,,,11593000
AUS,1967,129.144,,,11900000
AUS,1968,134.497,,,12216000
AUS,1969,142.124,,,12519000
AUS,1970,147.48,,,12793000
AUS,1971,152.63,,,13033000
AUS,1972,157.336,,,13244000
AUS,1973,170.827,,,13432000
AUS,1974,172.189,,,13606000
AUS,1975,175.714,,,13773000
AUS,1976,174.075,,,13936000
AUS,1977,187.605,,,14093000
AUS,1978,201.82,,,14249000
AUS,1979,204.87,,,14413000
AUS,1980,220.531,,,14588000
AUS,1981,230.133,,,14777000
AUS,1982,233.889,,,14979000
AUS,1983,224.785,,,15195000
AUS,1984,236.361,,,15423000
AUS,1985,240.988,,,15664000
AUS,1986,239.722,,,15918000
AUS,1987,255.85,,,16183000
AUS,1988,260.879,,,16452000
AUS,1989,277.486,,,16714000
AUS,1990,278.424,162.19,82.27,16961000
AUS,1991,279.872,161.9,81.35,17189000
AUS,1992,284.912,161.32,80.52,17402000
AUS,1993,289.235,157.97,80.33,17603000
AUS,1994,294.015,156.81,80.19,17799000
AUS,1995,305.41,155.34,80.05,17993000
AUS,1996,312.361,146.48,71.91,18189000
AUS,1997,320.795,150.62,71.89,18387000
AUS,1998,334.684,151.21,75.76,18587000
AUS,1999,344.063,164.01,93.36,18788000
AUS,2000,350.195,170.05,99.82,18991000
AUS,2001,357.669,187.38,117.67,19195000
AUS,2002,362.209,176.89,108.51,19401000
AUS,2003,369.726,140.63,70.85,19624000
AUS,2004,383.205,153.78,90.89,19880000
AUS,2005,386.515,131.51,65.02,20179000
AUS,2006,392.682,158.53,90,20526000
AUS,2007,400.415,149.32,80.29,20916000
AUS,2008,405.049,131.52,64.67,21332000
AUS,2009,408.345,138.15,70.06,21751000
AUS,2010,406.426,121.11,56.13,22155000
AUS,2011,404.264,174.14,112.17,22538000
AUS,2012,406.987,173.59,112.58,22904000
AUS,2013,398.052,132.67,66.69,23255000
AUS,2014,393.289,140.26,78.34,23596000
AUS,2015,402.538,137.07,73.52,23932000
AUS,2016,413.157,122.11,57.18,24263000
AUS,2017,417.041,,,24585000
AUS,2018,420.221,,,24898000
AUT,1807,0.169,,,3261860
AUT,1819,0.253,,,3378831
AUT,1820,0.333,,,3391206
AUT,1821,0.359,,,3404003
AUT,1822,0.366,,,3417266
AUT,1823,0.348,,,3430949
AUT,1824,0.399,,,3445098
AUT,1825,0.403,,,3459711
AUT,1826,0.458,,,3473360
AUT,1827,0.476,,,3488900
AUT,1828,0.458,,,3504901
AUT,1829,0.476,,,3521364
AUT,1830,0.495,,,3538286
AUT,1831,0.48,,,3555905
AUT,1832,0.513,,,3573810
AUT,1833,0.429,,,3592048
AUT,1834,0.586,,,3610571
AUT,1835,0.634,,,3629381
AUT,1836,0.674,,,3648571
AUT,1837,0.707,,,3668048
AUT,1838,0.85,,,3687857
AUT,1839,1.059,,,3707952
AUT,1840,1.169,,,3728381
AUT,1841,1.319,,,3749333
AUT,1842,1.458,,,3770810
AUT,1843,1.268,,,3792810
AUT,1844,1.594,,,3815333
AUT,1845,1.799,,,3838381
AUT,1846,2.114,,,3861905
AUT,1847,2.081,,,3887429
AUT,1848,2.334,,,3912000
AUT,1849,2.261,,,3937048
AUT,1850,2.327,,,3962619
AUT,1851,2.334,,,3988664
AUT,1852,2.81,,,4014995
AUT,1853,3.224,,,4041611
AUT,1854,3.177,,,4068514
AUT,1855,3.701,,,4095749
AUT,1856,4.232,,,4123270
AUT,1857,4.873,,,4151077
AUT,1858,7.244,,,4179217
AUT,1859,5.866,,,4207643
AUT,1860,6.148,,,4235926
AUT,1861,6.379,,,4265066
AUT,1862,6.353,,,4294872
AUT,1863,5.877,,,4325346
AUT,1864,5.075,,,4356438
AUT,1865,5.353,,,4388197
AUT,1866,3.594,,,4420574
AUT,1867,4.913,,,4453667
AUT,1868,6.071,,,4487330
AUT,1869,6.485,,,4521660
AUT,1870,7.365,,,4556657
AUT,1871,10.142,,,4592368
AUT,1872,10.006,,,4628888
AUT,1873,10.728,,,4662827
AUT,1874,9.153,,,4700982
AUT,1875,7.859,,,4739978
AUT,1876,8.09,,,4779816
AUT,1877,7.284,,,4818153
AUT,1878,7.24,,,4860091
AUT,1879,8.863,,,4903440
AUT,1880,23.647,,,4947024
AUT,1881,10.314,,,4989969
AUT,1882,10.6,,,5033965
AUT,1883,11.761,,,5078228
AUT,1884,11.461,,,5122044
AUT,1885,12.047,,,5167348
AUT,1886,11.369,,,5213882
AUT,1887,12.256,,,5259514
AUT,1888,11.952,,,5307964
AUT,1889,12.875,,,5357687
AUT,1890,13.037,,,5408500
AUT,1891,14.945,,,5460586
AUT,1892,14.465,,,5513854
AUT,1893,17.701,,,5568304
AUT,1894,18.129,,,5623935
AUT,1895,20.372,,,5680748
AUT,1896,21.299,,,5739016
AUT,1897,23.021,,,5798374
AUT,1898,24.454,,,5858368
AUT,1899,24.816,,,5918817
AUT,1900,27.674,,,5979721
AUT,1901,28.363,,,6041260
AUT,1902,25.655,,,6101911
AUT,1903,25.549,,,6164683
AUT,1904,26.927,,,6228010
AUT,1905,28.107,,,6292115
AUT,1906,33.537,,,6356442
AUT,1907,42.118,,,6420769
AUT,1908,58.943,,,6485163
AUT,1909,42.169,,,6547557
AUT,1910,57.517,,,6608150
AUT,1911,48.039,,,6668744
AUT,1912,49.94,,,6719738
AUT,1913,59.628,,,6765398
AUT,1914,48.834,,,6805059
AUT,1915,34.9,,,6824387
AUT,1916,8.031,,,6817383
AUT,1917,3.451,,,6778714
AUT,1918,3.338,,,6643721
AUT,1919,3.015,,,6533726
AUT,1920,14.528,,,6459395
AUT,1921,19.339,,,6495394
AUT,1922,18.587,,,6524726
AUT,1923,17.778,,,6544058
AUT,1924,20.093,,,6562058
AUT,1925,18.991,,,6582057
AUT,1926,18.62,,,6602389
AUT,1927,20.123,,,6622722
AUT,1928,21.193,,,6643054
AUT,1929,24.175,,,6663387
AUT,1930,18.866,,,6684053
AUT,1931,18.104,,,6704385
AUT,1932,15.173,,,6725051
AUT,1933,14.231,,,6743383
AUT,1934,13.755,,,6755383
AUT,1935,13.923,,,6759383
AUT,1936,13.593,,,6757716
